"Date","HEROMOTOCO.NS.Open","HEROMOTOCO.NS.High","HEROMOTOCO.NS.Low","HEROMOTOCO.NS.Close","HEROMOTOCO.NS.Volume","HEROMOTOCO.NS.Adjusted"
2016-08-11,3319,3370,3288.85,3304.85,468400,3222.43
2016-08-12,3315,3364.95,3300,3310.95,346100,3228.37
2016-08-15,3310.95,3310.95,3310.95,3310.95,0,3228.37
2016-08-16,3318.8,3319.85,3280,3291.3,439600,3209.21
2016-08-17,3307,3429,3300,3358.75,873200,3274.98
2016-08-18,3365,3414.9,3352.25,3368.45,742300,3284.44
2016-08-19,3375,3381.8,3340.2,3357.75,568300,3274.01
2016-08-22,3363.2,3365.95,3307,3336.5,335500,3253.29
2016-08-23,3335,3335.05,3295.05,3307.9,264500,3225.4
2016-08-24,3300,3327.4,3285,3310.7,362500,3228.13
2016-08-25,3315.1,3330.6,3287,3304.6,461700,3222.18
2016-08-26,3318,3333,3297.5,3304.85,381400,3222.43
2016-08-29,3330,3418.8,3280.6,3412,297300,3326.9
2016-08-30,3437.9,3485,3419.1,3477.5,284600,3390.77
2016-08-31,3498.95,3582.7,3478,3541.35,651100,3453.03
2016-09-01,3560,3595,3526.3,3547.6,344700,3459.12
2016-09-02,3600,3614,3551.8,3577.7,313500,3488.47
2016-09-05,3577.7,3577.7,3577.7,3577.7,0,3488.47
2016-09-06,3594,3650,3590.2,3614.6,241400,3524.45
2016-09-07,3618.45,3629,3575.2,3606.85,218400,3516.89
2016-09-08,3604.05,3740,3601.25,3703.75,528100,3611.38
2016-09-09,3698,3704.45,3566.55,3621.2,379800,3530.89
2016-09-12,3540,3555,3492,3532.8,400900,3444.69
2016-09-13,3532.8,3532.8,3532.8,3532.8,0,3444.69
2016-09-14,3550,3609.8,3526.4,3590.2,297600,3500.66
2016-09-15,3567,3575,3503.6,3523.45,203700,3466.47
2016-09-16,3558,3643,3520.65,3588.7,579500,3530.67
2016-09-19,3613.9,3616.75,3551.3,3564.05,188800,3506.42
2016-09-20,3557,3567.85,3460.05,3466.4,504700,3410.34
2016-09-21,3490,3513,3416.65,3459.4,620100,3403.46
2016-09-22,3519.7,3576.95,3501.2,3538.55,449300,3481.33
2016-09-23,3547.9,3555,3515,3532.15,443600,3475.03
2016-09-26,3518,3533.3,3450.5,3466,263400,3409.95
2016-09-27,3499.75,3499.75,3437.2,3451.25,277500,3395.44
2016-09-28,3453.5,3483.5,3444.5,3451.5,419600,3395.69
2016-09-29,3489,3500,3407.55,3428.25,422900,3372.81
2016-09-30,3420.15,3445.9,3388.1,3413.7,366800,3358.5
2016-10-03,3436.4,3540,3435.9,3521.15,387700,3464.21
2016-10-04,3594,3594,3515.4,3534.35,393200,3477.2
2016-10-05,3557.85,3557.85,3486,3491.25,217200,3434.79
2016-10-06,3509,3522.15,3456.7,3474.25,263400,3418.07
2016-10-07,3478.5,3492.25,3446.8,3474.2,302300,3418.02
2016-10-10,3486,3510,3475.25,3488.85,140900,3432.43
2016-10-11,3488.85,3488.85,3488.85,3488.85,0,3432.43
2016-10-12,3488.85,3488.85,3488.85,3488.85,0,3432.43
2016-10-13,3494.9,3520,3467,3500.55,562100,3443.94
2016-10-14,3505.1,3517,3472.15,3481.6,293700,3425.3
2016-10-17,3482,3490.05,3390.3,3405.5,438100,3350.43
2016-10-18,3404.9,3435.8,3380.1,3409.45,561900,3354.31
2016-10-19,3414.1,3418,3353.7,3361.95,422500,3307.58
2016-10-20,3387,3406,3356.3,3362,260300,3307.63
2016-10-21,3374.8,3374.8,3343.6,3359.85,208100,3305.52
2016-10-24,3371.9,3371.9,3330.05,3334.85,286600,3280.92
2016-10-25,3337,3365,3332.1,3355.55,469300,3301.29
2016-10-26,3379,3449,3370,3419.05,604900,3363.76
2016-10-27,3444,3450,3301.2,3313.65,843700,3260.06
2016-10-28,3317.9,3374,3316.05,3351.85,636700,3297.65
2016-10-31,3351.85,3351.85,3351.85,3351.85,0,3297.65
2016-11-01,3380,3389,3352.15,3370.2,342200,3315.7
2016-11-02,3348,3359.95,3320,3326.9,273300,3273.1
2016-11-03,3331,3401,3320.4,3378.5,544300,3323.87
2016-11-04,3379,3379,3251,3287.9,379800,3234.73
2016-11-07,3310,3382.55,3265,3358.6,359800,3304.29
2016-11-08,3386,3386,3324.4,3372.45,185300,3317.91
2016-11-09,3197.05,3251.95,3040,3235.9,649900,3183.57
2016-11-10,3312,3312,3135,3145.4,533300,3094.53
2016-11-11,3111.05,3130,2964,2975.3,629900,2927.19
2016-11-14,2975.3,2975.3,2975.3,2975.3,0,2927.19
2016-11-15,2974,2981.5,2868.05,2891.85,912700,2845.09
2016-11-16,2931,3015,2892.05,2909.55,824000,2862.5
2016-11-17,2919,2934.35,2849.5,2875.45,547700,2828.95
2016-11-18,2896,2944.9,2870,2935.4,522900,2887.93
2016-11-21,2942.95,2950,2895.1,2925.85,539900,2878.54
2016-11-22,2940.05,3015,2933,2997.7,581400,2949.22
2016-11-23,3030,3030,2995,3013.5,545600,2964.77
2016-11-24,2999.9,3068.7,2973.75,3051.95,802500,3002.6
2016-11-25,3055,3094.7,3028,3045.95,412700,2996.69
2016-11-28,3045,3121.6,3045,3106.4,318500,3056.17
2016-11-29,3097,3183.1,3074.2,3163.25,604700,3112.1
2016-11-30,3161,3174.25,3134.5,3166.05,453800,3114.85
2016-12-01,3161,3232,3145,3190.45,504100,3138.86
2016-12-02,3150.1,3209.95,3150.1,3183.65,309700,3132.17
2016-12-05,3151.1,3265,3151.1,3224.35,333100,3172.21
2016-12-06,3239,3243.3,3189.85,3196.95,349500,3145.25
2016-12-07,3208.1,3250,3202.7,3228.2,401100,3176
2016-12-08,3249,3327.35,3246,3316.25,379900,3262.62
2016-12-09,3330,3333,3265.95,3277.35,270400,3224.35
2016-12-12,3255,3265,3198.1,3212.45,253300,3160.5
2016-12-13,3201,3240,3201,3210.7,266200,3158.78
2016-12-14,3216,3224.95,3136,3159.6,396900,3108.51
2016-12-15,3137.3,3199.85,3116.1,3169.45,256400,3118.2
2016-12-16,3185.85,3185.85,3116.05,3127.9,285200,3077.32
2016-12-19,3127.9,3150.2,3086,3107.15,197000,3056.9
2016-12-20,3116,3116,3045.05,3058.95,245800,3009.48
2016-12-21,3065.45,3104,3015,3021.75,270700,2972.88
2016-12-22,3007,3040.9,2983.6,2998.8,210000,2950.31
2016-12-23,3000,3054.05,2990.05,3040.1,149000,2990.94
2016-12-26,3041.1,3049.9,2975.25,3007.6,143400,2958.96
2016-12-27,2995,3047.4,2958,3034.95,140000,2985.87
2016-12-28,3030,3050,2996,3001.6,194500,2953.06
2016-12-29,3003,3054,2974.05,3036.35,253200,2987.25
2016-12-30,3040,3063,3027,3043.65,240100,2994.43
2017-01-02,3042,3068.95,2992.55,3030.55,213600,2981.54
2017-01-03,2978,3016.15,2962.55,2986.55,454200,2938.25
2017-01-04,2999,3017.3,2971,3004.9,396800,2956.31
2017-01-05,3034.9,3083.8,3012.95,3071.75,383900,3022.08
2017-01-06,3085,3119,3052,3067.55,266900,3017.94
2017-01-09,3068,3107.9,3023.05,3031.45,211600,2982.43
2017-01-10,3055,3072.8,3019.45,3059,178800,3009.53
2017-01-11,3071.95,3092,3036,3084.25,379700,3034.37
2017-01-12,3100,3112.15,3070,3083.2,322300,3033.34
2017-01-13,3096.4,3099,3021.35,3046.55,168200,2997.28
2017-01-16,3047,3097.9,3026.6,3091.75,297300,3041.75
2017-01-17,3091,3154.65,3071.75,3132.65,224500,3081.99
2017-01-18,3151,3158.55,3076.1,3086.05,260700,3036.14
2017-01-19,3094.8,3110.95,3066,3102.35,277000,3052.18
2017-01-20,3099.95,3120.4,3044.25,3050.6,330400,3001.27
2017-01-23,3050.5,3107,3050.5,3096.8,621500,3046.72
2017-01-24,3123.5,3142,3085,3134.3,706800,3083.61
2017-01-25,3144.9,3275.95,3121,3247.45,1050200,3194.93
2017-01-26,3247.45,3247.45,3247.45,3247.45,0,3194.93
2017-01-27,3246,3267.95,3201,3215.85,532100,3163.85
2017-01-30,3215,3215.95,3156.75,3194.7,488900,3143.04
2017-01-31,3190,3218.85,3150.5,3172.35,273400,3121.05
2017-02-01,3175,3304.55,3169.5,3286.95,628700,3233.8
2017-02-02,3265,3285,3225,3228.75,354300,3176.54
2017-02-03,3228,3234.9,3201,3214,343300,3162.03
2017-02-06,3254.7,3282.8,3232,3270.45,362200,3217.56
2017-02-07,3278.75,3278.75,3227.1,3259.8,217900,3207.09
2017-02-08,3240.1,3279,3210,3222.55,541700,3170.44
2017-02-09,3285,3319.2,3225.75,3265.1,585400,3212.3
2017-02-10,3275.1,3284.8,3241,3268.6,233500,3215.74
2017-02-13,3266,3279.8,3215.1,3226.55,385900,3174.37
2017-02-14,3230,3235.05,3145.15,3162.95,420100,3111.8
2017-02-15,3162.95,3167.95,3090.55,3097.85,513000,3047.75
2017-02-16,3110,3157.4,3049.2,3124.45,403800,3073.92
2017-02-17,3115,3130,3072.3,3087.2,517700,3037.28
2017-02-20,3098.8,3123.35,3080,3102.1,197800,3051.94
2017-02-21,3119,3137,3090,3125.8,414200,3075.25
2017-02-22,3118.1,3176,3110,3166.2,433400,3115
2017-02-23,3167,3199.8,3148.2,3176.75,629600,3125.38
2017-02-24,3176.75,3176.75,3176.75,3176.75,0,3125.38
2017-02-27,3175.6,3211.9,3157.05,3175.9,392900,3124.54
2017-02-28,3179,3180.8,3131.05,3138.1,221500,3087.35
2017-03-01,3156.9,3198,3150,3178.15,452800,3126.76
2017-03-02,3201,3262.95,3190,3229.3,581200,3177.08
2017-03-03,3220,3286,3201,3272.85,226600,3219.92
2017-03-06,3273,3332,3273,3319.8,391200,3266.11
2017-03-07,3319.9,3319.9,3280,3305.45,225100,3252
2017-03-08,3305.5,3326.95,3255.25,3272.7,304300,3219.78
2017-03-09,3297.8,3298.7,3261.2,3289,295800,3235.81
2017-03-10,3294.9,3329,3288.6,3311.05,227600,3257.51
2017-03-13,3311.05,3311.05,3311.05,3311.05,0,3257.51
2017-03-14,3368.75,3383.95,3345.6,3357.45,1078300,3303.16
2017-03-15,3335,3412,3335,3401.1,813800,3346.1
2017-03-16,3377,3390,3341.05,3348,745100,3348
2017-03-17,3365,3374,3343.1,3346.1,299400,3346.1
2017-03-20,3346.1,3370,3326.65,3340.25,121800,3340.25
2017-03-21,3333,3359.95,3327.5,3334.7,149500,3334.7
2017-03-22,3292,3342.5,3292,3314.6,406400,3314.6
2017-03-23,3334.8,3379,3320.05,3367.4,213600,3367.4
2017-03-24,3374.95,3380,3339.7,3375.25,230200,3375.25
2017-03-27,3379,3395.95,3300,3343.2,296900,3343.2
2017-03-28,3341,3359.95,3312,3326.9,338600,3326.9
2017-03-29,3330.35,3337.85,3180,3224.4,1247700,3224.4
2017-03-30,3202,3270,3202,3231.65,627300,3231.65
2017-03-31,3200,3228,3200,3221.95,582500,3221.95
2017-04-03,3222.8,3265.05,3191.8,3202.15,370000,3202.15
2017-04-04,3202.15,3202.15,3202.15,3202.15,0,3202.15
2017-04-05,3228.95,3233,3190.6,3198.05,427200,3198.05
2017-04-06,3189,3219.65,3175,3206.3,441700,3206.3
2017-04-07,3196.3,3233.9,3196.3,3215.3,332800,3215.3
2017-04-10,3236,3236,3185,3199.4,291100,3199.4
2017-04-11,3192,3224,3187.05,3202.2,169100,3202.2
2017-04-12,3210,3232.75,3200.4,3227.05,289800,3227.05
2017-04-13,3228,3245.45,3211,3224.5,229200,3224.5
2017-04-14,3224.5,3224.5,3224.5,3224.5,0,3224.5
2017-04-17,3203,3245,3203,3240.15,206500,3240.15
2017-04-18,3249,3259.05,3216.25,3226.25,427200,3226.25
2017-04-19,3238,3238,3179,3199.75,235600,3199.75
2017-04-20,3191,3218,3180,3198.4,158100,3198.4
2017-04-21,3218,3218,3192,3203.2,132200,3203.2
