"Date","TORNTPOWER.NS.Open","TORNTPOWER.NS.High","TORNTPOWER.NS.Low","TORNTPOWER.NS.Close","TORNTPOWER.NS.Volume","TORNTPOWER.NS.Adjusted"
2016-10-24,175.35,178.25,173.4,176.65,632800,176.65
2016-10-25,177,177.75,174.5,174.9,215700,174.9
2016-10-26,174.8,177,173.4,174.15,933400,174.15
2016-10-27,174,175,170.6,172.2,542500,172.2
2016-10-28,169.9,176.25,169,173.3,895900,173.3
2016-10-31,173.3,173.3,173.3,173.3,0,173.3
2016-11-01,175,178,172.25,176,465500,176
2016-11-02,174.8,181.4,173.1,179.3,1244100,179.3
2016-11-03,180.4,182.5,176.6,179.7,773700,179.7
2016-11-04,178.5,180.9,175.05,176.1,539900,176.1
2016-11-07,177.05,179.5,176.7,178.65,299500,178.65
2016-11-08,179.45,180.25,176.55,177.35,251900,177.35
2016-11-09,167.8,174.15,161.35,173.1,838400,173.1
2016-11-10,175.4,177.9,175,175.65,269800,175.65
2016-11-11,173.65,175.3,170.05,170.55,342200,170.55
2016-11-14,170.55,170.55,170.55,170.55,0,170.55
2016-11-15,169.9,171.05,161.9,165.6,437200,165.6
2016-11-16,167.6,170.95,162.65,164.65,223400,164.65
2016-11-17,164.65,165.5,161.45,162.15,197800,162.15
2016-11-18,161,165.75,159.3,164.25,375200,164.25
2016-11-21,166.8,169.7,165.1,168.75,769100,168.75
2016-11-22,169.5,170.9,164.45,167.1,799500,167.1
2016-11-23,168,169.4,165.8,168,232300,168
2016-11-24,167.1,172.9,166.25,171.5,708600,171.5
2016-11-25,171.5,172.95,169.75,170.6,122700,170.6
2016-11-28,170.7,175.9,169.75,173.65,467100,173.65
2016-11-29,173.7,175.8,172.2,172.75,193400,172.75
2016-11-30,173.25,179,172.55,178.35,645900,178.35
2016-12-01,179.15,179.95,175.5,176.25,238700,176.25
2016-12-02,174.2,180,174.2,177,379400,177
2016-12-05,176,176.85,173,174.65,163200,174.65
2016-12-06,178.45,183.7,176,181.5,937900,181.5
2016-12-07,185.8,189,180.4,181.65,2147000,181.65
2016-12-08,184,184.65,180.8,182.4,383600,182.4
2016-12-09,183,183.95,180.6,181.9,303800,181.9
2016-12-12,181.5,189,181.15,188.1,984100,188.1
2016-12-13,190.25,190.45,185.25,185.9,766100,185.9
2016-12-14,186,187.2,181.3,182.3,281500,182.3
2016-12-15,180,185,180,182.55,223600,182.55
2016-12-16,182.9,183.7,179.2,179.5,227500,179.5
2016-12-19,179.4,181.5,177.1,179.05,300400,179.05
2016-12-20,179,180.6,175.9,176.65,146900,176.65
2016-12-21,176.95,178.9,176.5,177.1,145600,177.1
2016-12-22,178,178.25,172.8,173.5,286900,173.5
2016-12-23,172.9,176.3,171.55,174,372000,174
2016-12-26,173,174.2,170,172.85,393400,172.85
2016-12-27,172.85,174,170.85,173.45,138300,173.45
2016-12-28,173.9,178.4,173,175.8,389300,175.8
2016-12-29,174.95,179.8,173.55,177.75,322100,177.75
2016-12-30,178.2,180.3,176.65,179,301900,179
2017-01-02,179,179.35,177.3,177.95,199700,177.95
2017-01-03,178.15,178.85,176.25,178.15,391700,178.15
2017-01-04,178.4,180.3,177.1,179,262100,179
2017-01-05,179.4,182.2,179,181.7,334700,181.7
2017-01-06,182.1,183,178.35,179.1,408100,179.1
2017-01-09,179.2,181.25,178.35,179,139300,179
2017-01-10,179.2,181.35,178.3,179.85,295300,179.85
2017-01-11,180,181.4,178.3,179.05,370300,179.05
2017-01-12,179.45,189.85,178.6,185.95,1965200,185.95
2017-01-13,187.4,188.3,184.3,186,756600,186
2017-01-16,185.1,187.9,184.1,186.05,250500,186.05
2017-01-17,186.3,187.2,183.2,186.05,342800,186.05
2017-01-18,186.25,188.9,185.35,186,293000,186
2017-01-19,186,201,185.2,197.75,15133900,197.75
2017-01-20,199.4,200.8,191.65,192.7,2428300,192.7
2017-01-23,193.5,197.7,193.25,194.5,552500,194.5
2017-01-24,195.15,198.35,194.05,196.35,825400,196.35
2017-01-25,196.65,197,194,194.8,957500,194.8
2017-01-26,194.8,194.8,194.8,194.8,0,194.8
2017-01-27,196.15,204.95,194.2,203.45,1946100,203.45
2017-01-30,203,203.95,195.35,196.1,1068800,196.1
2017-01-31,197,200.95,192.25,194.05,755400,194.05
2017-02-01,194.95,199.7,193,198.35,631900,198.35
2017-02-02,197.35,201.45,195.5,196.35,569600,196.35
2017-02-03,196.95,199.95,195.85,198.1,498200,198.1
2017-02-06,198.75,200.5,197.25,198,248400,198
2017-02-07,198,211.45,196.65,209.5,2622100,209.5
2017-02-08,210,211.85,207.5,209.9,949200,209.9
2017-02-09,210.25,214.2,207.75,208.3,583800,208.3
2017-02-10,194.5,211,194.5,208.5,4407700,208.5
2017-02-13,208,208.85,201.7,206.55,592800,206.55
2017-02-14,206.95,211.2,205,206.95,615500,206.95
2017-02-15,206.65,207.4,199.8,201.1,497500,201.1
2017-02-16,202.2,205.15,201.25,204.2,273700,204.2
2017-02-17,205,207.9,202.95,206.55,315000,206.55
2017-02-20,206.25,208.5,204.3,206.25,259600,206.25
2017-02-21,206.2,207.2,204.1,205.85,217800,205.85
2017-02-22,206.2,213.15,203.65,205.3,1270500,205.3
2017-02-23,203.95,206.7,199.45,200.35,1065500,200.35
2017-02-24,200.35,200.35,200.35,200.35,0,200.35
2017-02-27,201.2,204.85,201,202.6,617800,202.6
2017-02-28,202.8,208.1,202.75,205.3,607300,205.3
2017-03-01,205.2,211.9,204.95,207.5,764200,207.5
2017-03-02,208.5,208.95,200.05,201,404400,201
2017-03-03,199.5,202.65,199.5,200.85,515600,200.85
2017-03-06,201,203.9,198.8,200.25,1055600,200.25
2017-03-07,201.55,204.95,200.15,200.65,563300,200.65
2017-03-08,201,202.2,197.85,199.5,591000,199.5
2017-03-09,198.7,201.3,194.45,194.95,623100,194.95
2017-03-10,196.1,197.65,193.25,194.4,433100,194.4
2017-03-13,194.4,194.4,194.4,194.4,0,194.4
2017-03-14,201,201.5,195.25,195.95,632200,195.95
2017-03-15,196.35,198.3,190.5,191.2,1020700,191.2
2017-03-16,192.8,204,191.8,200.95,2347900,200.95
2017-03-17,204,211.45,202.2,210.15,2706800,210.15
2017-03-20,207.75,217,207.75,215.05,1310700,215.05
2017-03-21,216,218.75,214.25,215.6,1337100,215.6
2017-03-22,212.2,217.55,211.1,215.1,1249500,215.1
2017-03-23,215.1,222.25,215.1,218.65,1471500,218.65
2017-03-24,220.35,223.85,216.15,216.75,655100,216.75
2017-03-27,216,218.05,213.75,215.05,506100,215.05
2017-03-28,215.35,219,215.1,217,485200,217
2017-03-29,218.4,228.4,218.05,224.35,1889900,224.35
2017-03-30,225.9,241.95,223.8,236.5,1384300,236.5
2017-03-31,233.1,239.65,226.75,230.35,2156000,230.35
2017-04-03,230.2,238.85,223.5,236.4,1492600,236.4
2017-04-04,236.4,236.4,236.4,236.4,0,236.4
2017-04-05,235.4,237.75,232.85,234,473500,234
2017-04-06,233.95,237.65,230.5,231.6,442300,231.6
2017-04-07,231.5,233.3,226.2,229.75,845400,229.75
2017-04-10,229.5,230.9,220.3,221.55,919300,221.55
2017-04-11,222.55,225.55,216.9,222.15,1374800,222.15
2017-04-12,221.5,222.45,213.4,214.8,932700,214.8
2017-04-13,214.9,217.5,209.5,215.45,1198500,215.45
2017-04-14,215.45,215.45,215.45,215.45,0,215.45
2017-04-17,216,220.25,212,212.8,644100,212.8
2017-04-18,213.6,222.9,212.9,214.3,753100,214.3
2017-04-19,214.95,221.95,213.2,221.4,950700,221.4
2017-04-20,222,225.7,219.5,224.45,1244400,224.45
2017-04-21,224.9,229,218.1,219.65,1011100,219.65
