"Date","JINDALSTEL.NS.Open","JINDALSTEL.NS.High","JINDALSTEL.NS.Low","JINDALSTEL.NS.Close","JINDALSTEL.NS.Volume","JINDALSTEL.NS.Adjusted"
2016-07-14,73.6,74.9,73.15,73.9,5902100,73.9
2016-07-15,74.25,74.55,72,72.55,6188700,72.55
2016-07-18,73,73.4,68.05,68.95,6795200,68.95
2016-07-19,70,70.25,68.5,69.1,5080800,69.1
2016-07-20,69.8,71.2,68,69.75,7133200,69.75
2016-07-21,69.75,70.4,66.4,67.6,8753600,67.6
2016-07-22,67.55,70.1,67,69.1,7522000,69.1
2016-07-25,69.5,70.5,68.6,70.05,5648400,70.05
2016-07-26,71,83.7,70.7,80.35,67627600,80.35
2016-07-27,80.7,90.2,79.15,88,68525900,88
2016-07-28,88,89.25,83.4,85.05,36713600,85.05
2016-07-29,85.7,87.9,82.35,83.5,25494600,83.5
2016-08-01,84.35,91.4,82.1,89.25,41680900,89.25
2016-08-02,88.9,89.35,82.85,83.55,25618400,83.55
2016-08-03,84.5,85.25,80,80.55,19613600,80.55
2016-08-04,81.25,83,79,81.8,21480400,81.8
2016-08-05,82.65,83.8,82,82.8,12110400,82.8
2016-08-08,83.7,86.5,82.75,84.3,17315100,84.3
2016-08-09,84.9,85.8,82,82.25,12723900,82.25
2016-08-10,82.45,83.45,79.8,80.3,10625200,80.3
2016-08-11,80.5,81.2,77.55,79.95,11133300,79.95
2016-08-12,80.4,82.2,80.1,80.95,8528400,80.95
2016-08-15,80.95,80.95,80.95,80.95,0,80.95
2016-08-16,81.05,82.1,79.5,81,7189500,81
2016-08-17,80.7,83.2,80.15,82.1,9697300,82.1
2016-08-18,82.65,88.4,82.6,85.4,27692400,85.4
2016-08-19,85.65,89.2,85.2,87.85,24094300,87.85
2016-08-22,88,88.2,85.35,85.85,14650100,85.85
2016-08-23,85.85,91.25,85.15,87.35,21883400,87.35
2016-08-24,87.55,88.85,87,87.5,8476200,87.5
2016-08-25,88.3,89.9,86.55,86.95,15101500,86.95
2016-08-26,87.7,87.95,84.2,85,12039800,85
2016-08-29,85.5,86.2,84.3,85.3,8343500,85.3
2016-08-30,85.75,89,85.3,87.8,16809400,87.8
2016-08-31,87.8,89.5,85.1,85.45,12938300,85.45
2016-09-01,85.95,86.35,83.8,84.3,7688700,84.3
2016-09-02,84.1,84.1,81.25,81.55,8837300,81.55
2016-09-05,81.55,81.55,81.55,81.55,0,81.55
2016-09-06,82,83.95,82,82.7,7792000,82.7
