"Date","TCS.NS.Open","TCS.NS.High","TCS.NS.Low","TCS.NS.Close","TCS.NS.Volume","TCS.NS.Adjusted"
2016-08-16,2738,2740,2673.85,2691.7,1591800,2676.861
2016-08-17,2699,2699,2618,2624.55,924200,2610.081
2016-08-18,2635,2657.55,2630.1,2638.55,646000,2624.004
2016-08-19,2640,2646.45,2600,2603.5,1208100,2589.147
2016-08-22,2588,2594.45,2536.3,2548.7,1132600,2534.649
2016-08-23,2544.95,2604.95,2540.2,2601.05,751600,2586.711
2016-08-24,2589.8,2602,2569.05,2572.05,558400,2557.87
2016-08-25,2580,2589.7,2526,2551.05,969800,2536.986
2016-08-26,2559.8,2572.55,2517.2,2524.95,625100,2511.03
2016-08-29,2534.95,2534.95,2466.75,2500.55,744300,2486.765
2016-08-30,2510,2549.8,2501.25,2544.15,722000,2530.124
2016-08-31,2550,2550,2500.85,2511.3,1615800,2497.455
2016-09-01,2524.9,2534.95,2487.05,2507.5,672800,2493.676
2016-09-02,2512,2519.4,2496.05,2514.8,871100,2500.936
2016-09-05,2514.8,2514.8,2514.8,2514.8,0,2500.936
2016-09-06,2519.9,2520.15,2480,2484.05,1119500,2470.356
2016-09-07,2499.7,2499.7,2423,2440.55,1927000,2427.095
2016-09-08,2360,2360,2284.75,2322.1,3510700,2309.298
2016-09-09,2329.7,2366.65,2320.05,2352.45,1371200,2339.481
2016-09-12,2337,2363.95,2324,2359.05,1012200,2346.045
2016-09-13,2359.05,2359.05,2359.05,2359.05,0,2346.045
2016-09-14,2362,2377.6,2310,2328.45,1034900,2315.613
2016-09-15,2339.95,2342.1,2316.75,2326.95,1409400,2314.122
2016-09-16,2336.7,2376,2320,2361.7,2179000,2348.68
2016-09-19,2365,2427,2350,2411.45,1401200,2398.156
2016-09-20,2411,2416.9,2385.4,2406.5,592200,2393.233
2016-09-21,2407.7,2424,2400.7,2413.4,839000,2400.095
2016-09-22,2425.25,2428,2371.1,2378,1428700,2364.89
2016-09-23,2382,2403.85,2371.15,2398.1,900300,2384.879
2016-09-26,2401.1,2419.1,2395,2401.1,876700,2387.863
2016-09-27,2401.1,2448,2401.1,2436.1,1019300,2422.67
2016-09-28,2431,2437.5,2415.2,2423.05,865600,2409.692
2016-09-29,2435,2456.5,2419.6,2437.8,1801900,2424.361
2016-09-30,2437.05,2449.8,2423.1,2430.8,1087600,2417.399
2016-10-03,2450,2457.65,2401.1,2411.7,909400,2398.404
2016-10-04,2420,2425.05,2398,2405.15,890300,2391.89
2016-10-05,2408,2415.4,2376.1,2386.35,588100,2373.194
2016-10-06,2395,2402.4,2372.75,2388.75,1133700,2375.581
2016-10-07,2388,2388,2358.2,2367.8,908200,2354.746
2016-10-10,2369.9,2386.9,2355.05,2380.3,601000,2367.178
2016-10-11,2380.3,2380.3,2380.3,2380.3,0,2367.178
2016-10-12,2380.3,2380.3,2380.3,2380.3,0,2367.178
2016-10-13,2363.3,2369.9,2320.9,2328.9,2586600,2316.061
2016-10-14,2315,2387,2291,2366.2,3870600,2353.155
2016-10-17,2368.9,2375.8,2344.4,2362.45,1364100,2349.426
2016-10-18,2376,2415.7,2354.8,2400.2,1064300,2386.968
2016-10-19,2401,2410,2370.3,2395.1,992500,2381.896
2016-10-20,2396.9,2409.35,2386,2401.15,632900,2387.912
2016-10-21,2400,2431.9,2398.25,2428.65,629800,2415.261
2016-10-24,2428.2,2434.9,2402.55,2427.7,626500,2420.795
2016-10-25,2405,2414.6,2381,2398.45,886200,2391.628
2016-10-26,2398.6,2402.75,2372.5,2396.25,718500,2389.435
2016-10-27,2379.7,2429.5,2365.5,2418.1,1470800,2411.223
2016-10-28,2410,2415.1,2388,2398.7,876000,2391.878
2016-10-31,2398.7,2398.7,2398.7,2398.7,0,2391.878
2016-11-01,2399.7,2399.7,2334.15,2350,1467300,2343.316
2016-11-02,2341,2344,2295,2304.05,1162500,2297.497
2016-11-03,2294,2335,2284.5,2319.45,731600,2312.853
2016-11-04,2320,2336.15,2294,2330.55,591800,2323.921
2016-11-07,2337.9,2344.9,2260.05,2277.05,1024000,2270.574
2016-11-08,2280.45,2307,2260,2283.2,966800,2276.706
2016-11-09,2180,2275,2142.85,2169.85,2250100,2163.679
2016-11-10,2204.8,2217.5,2140.8,2155.45,1086200,2149.319
2016-11-11,2147.05,2147.05,2086.2,2101.15,1199200,2095.174
2016-11-14,2101.15,2101.15,2101.15,2101.15,0,2095.174
2016-11-15,2116.9,2157.55,2051.9,2121.3,3145100,2115.267
2016-11-16,2145.1,2208.9,2138,2189.6,2009900,2183.372
2016-11-17,2185,2208.6,2130.15,2137.2,1252300,2131.121
2016-11-18,2142,2150,2104.2,2125.1,1070200,2119.056
2016-11-21,2126.2,2140,2105,2132.9,896600,2126.833
2016-11-22,2132,2177.45,2122.05,2135,659400,2128.928
2016-11-23,2149,2162.95,2127.2,2156.35,637900,2150.217
2016-11-24,2154.9,2207.6,2137,2188.45,1513100,2182.226
2016-11-25,2212,2307.25,2192.2,2300.35,2138000,2293.807
2016-11-28,2294,2319.45,2251.9,2282.6,962100,2276.108
2016-11-29,2275,2292,2252.55,2259.85,721100,2253.423
2016-11-30,2265,2294.75,2242.3,2276.05,1722900,2269.576
2016-12-01,2277,2290,2254.05,2263.45,561500,2257.012
2016-12-02,2258,2270.8,2205.2,2221.85,999000,2215.531
2016-12-05,2229,2237.85,2170,2186,1124700,2179.783
2016-12-06,2190,2203.95,2169.9,2182.35,796700,2176.143
2016-12-07,2182.2,2184.45,2145.65,2154.55,1032800,2148.422
2016-12-08,2160.5,2199,2160,2195.75,1619700,2189.505
2016-12-09,2205,2219.9,2173.3,2195.25,794300,2189.006
2016-12-12,2194.8,2217.6,2163,2208.2,655800,2201.919
2016-12-13,2218,2218,2183,2200.3,1073700,2194.042
2016-12-14,2214,2224.7,2189,2207.6,935100,2201.321
2016-12-15,2202,2272.1,2202,2259.3,2147700,2252.874
2016-12-16,2277,2290,2252,2282.65,993600,2276.158
2016-12-19,2280,2297.7,2261.3,2288.9,667100,2282.39
2016-12-20,2292,2345,2287.05,2339.3,1461300,2332.647
2016-12-21,2343.8,2343.8,2305.6,2313.6,1017400,2307.02
2016-12-22,2306,2325,2286.2,2307.7,934100,2301.136
2016-12-23,2300,2317.75,2278.8,2288.1,559400,2281.592
2016-12-26,2266,2301.6,2266,2293.1,448700,2286.578
2016-12-27,2281.5,2330,2281.5,2323.4,647300,2316.792
2016-12-28,2326.7,2349.9,2303.15,2313.4,675200,2306.82
2016-12-29,2303,2359.9,2303,2351.7,981700,2345.011
2016-12-30,2354.9,2378.6,2345.65,2365.55,702800,2358.822
2017-01-02,2366.6,2375.1,2352.4,2361.35,411500,2354.634
2017-01-03,2361.25,2371.7,2343.3,2368.25,737600,2361.514
2017-01-04,2369.7,2388.85,2358.3,2379.5,710000,2372.732
2017-01-05,2384,2389.95,2320.4,2334.4,1108200,2327.76
2017-01-06,2321,2329.35,2257.1,2281.4,1504900,2274.911
2017-01-09,2275,2311.3,2257,2303.7,927200,2297.148
2017-01-10,2304,2329.8,2291.5,2315.35,766900,2308.765
2017-01-11,2315,2329.6,2280.2,2324.4,965600,2317.789
2017-01-12,2324.4,2360,2304,2344.35,1285100,2337.682
2017-01-13,2348,2357.95,2237.85,2249.3,5117700,2242.903
2017-01-16,2250,2273.9,2228,2258.55,1682400,2252.126
2017-01-17,2254.9,2287.8,2252.8,2278.75,1504900,2272.269
2017-01-18,2278,2298,2265.45,2295.1,1568200,2288.572
2017-01-19,2295,2295.15,2282.95,2291,1125800,2284.484
2017-01-20,2287,2300,2265,2285.35,1018600,2278.85
2017-01-23,2265,2313.5,2259.8,2306.7,1159200,2306.7
2017-01-24,2304,2323,2290,2318.35,1141300,2318.35
2017-01-25,2322.6,2360,2318.05,2353,2055800,2353
2017-01-26,2353,2353,2353,2353,0,2353
2017-01-27,2345.05,2378.75,2345.05,2357.8,1435800,2357.8
2017-01-30,2341,2351.95,2318.15,2332.9,1288900,2332.9
2017-01-31,2320,2332.05,2200.05,2229.8,2333400,2229.8
2017-02-01,2220,2239.95,2155.55,2167.9,2432000,2167.9
2017-02-02,2170.05,2219,2153,2207.65,3004700,2207.65
2017-02-03,2209.7,2243,2191,2232.55,1076600,2232.55
2017-02-06,2258,2258.5,2214.95,2240.75,1204400,2240.75
2017-02-07,2244,2252.6,2226,2244.6,907300,2244.6
2017-02-08,2244.9,2282.6,2244.05,2270.95,1106200,2270.95
2017-02-09,2275,2328,2270.2,2317.3,2016600,2317.3
2017-02-10,2311,2424.45,2311,2397.95,2891000,2397.95
2017-02-13,2396,2429,2382.35,2414.25,1909900,2414.25
2017-02-14,2419.65,2419.65,2398,2406.25,1016600,2406.25
2017-02-15,2397,2428,2375.1,2413.7,962400,2413.7
2017-02-16,2460,2478,2435.6,2447.75,2087800,2447.75
2017-02-17,2472,2475.6,2402,2407.9,1361600,2407.9
2017-02-20,2425,2555,2408.1,2502.2,1986900,2502.2
2017-02-21,2514,2525.9,2455.15,2465.35,2750500,2465.35
2017-02-22,2465.9,2470,2400.15,2411.5,2252700,2411.5
2017-02-23,2415,2493.25,2415,2481.8,2426600,2481.8
2017-02-24,2481.8,2481.8,2481.8,2481.8,0,2481.8
2017-02-27,2479.1,2502,2470.05,2489.85,1069900,2489.85
2017-02-28,2489.5,2490,2450,2466.25,1177400,2466.25
2017-03-01,2479.9,2501.9,2470,2479.55,565100,2479.55
2017-03-02,2486.7,2510,2470.05,2501.45,772400,2501.45
2017-03-03,2492,2499.7,2475.4,2494.05,506900,2494.05
2017-03-06,2480,2484,2454.55,2472.5,700300,2472.5
2017-03-07,2482.9,2505,2475.05,2499.8,755800,2499.8
2017-03-08,2502,2520,2492.2,2512.2,895700,2512.2
2017-03-09,2514.15,2524,2504.05,2519.75,429200,2519.75
2017-03-10,2519.6,2549.55,2513.95,2542.25,585700,2542.25
2017-03-13,2542.25,2542.25,2542.25,2542.25,0,2542.25
2017-03-14,2556.8,2587.15,2551.05,2567.5,1701100,2567.5
2017-03-15,2572,2572.15,2493.85,2498.3,1511200,2498.3
2017-03-16,2506,2527,2506,2520.9,785900,2520.9
2017-03-17,2546,2546,2509.75,2525.75,1296500,2525.75
2017-03-20,2525.95,2525.95,2466,2480,1743700,2480
2017-03-21,2482,2492,2465,2486.7,1686800,2486.7
2017-03-22,2480.15,2496,2469.95,2478.95,944300,2478.95
2017-03-23,2482,2485.05,2447.2,2460.35,1310300,2460.35
2017-03-24,2469.8,2469.8,2423.3,2427.2,2549900,2427.2
2017-03-27,2426.95,2440,2406,2412.05,1090600,2412.05
2017-03-28,2410,2443.4,2410,2429.95,576500,2429.95
2017-03-29,2436,2450.8,2425.6,2444.6,858800,2444.6
2017-03-30,2444.9,2465,2435,2441,1493000,2441
2017-03-31,2438.4,2440.85,2415,2431.8,933500,2431.8
2017-04-03,2435,2435,2408.2,2411.7,598400,2411.7
2017-04-04,2411.7,2411.7,2411.7,2411.7,0,2411.7
2017-04-05,2419.9,2419.9,2395,2401.25,1452700,2401.25
2017-04-06,2400,2410,2392.55,2400.05,860300,2400.05
2017-04-07,2394.9,2433.25,2392.15,2429.05,1138500,2429.05
2017-04-10,2432,2449,2405,2422.25,1271600,2422.25
2017-04-11,2417.3,2443.1,2406,2419.3,778800,2419.3
2017-04-12,2422.5,2428,2383,2393.25,525200,2393.25
2017-04-13,2400,2409,2321.05,2328.65,1250200,2328.65
2017-04-14,2328.65,2328.65,2328.65,2328.65,0,2328.65
2017-04-17,2330.4,2332.9,2295.15,2314.85,1135400,2314.85
2017-04-18,2330,2334.2,2302.05,2308.8,865300,2308.8
2017-04-19,2263.5,2348.7,2252.8,2299.15,2813400,2299.15
2017-04-20,2305.3,2332,2290.95,2325.5,634400,2325.5
2017-04-21,2329.1,2335.65,2301,2310.8,580500,2310.8
