"Date","BRITANNIA.NS.Open","BRITANNIA.NS.High","BRITANNIA.NS.Low","BRITANNIA.NS.Close","BRITANNIA.NS.Volume","BRITANNIA.NS.Adjusted"
2016-07-21,2814.8,2840,2790,2814.75,145900,2795.1029
2016-07-22,2816,2855.95,2808,2850.8999,179500,2831.0004
2016-07-25,2850,2873.7,2830.3,2850.3999,119400,2830.5039
2016-07-26,2850.3999,2856.6001,2811,2823.8,142800,2804.0898
2016-07-27,2848,2848,2795,2812.8,105200,2793.1665
2016-07-28,2815,2894,2810.2,2865.3,244000,2845.3001
2016-07-29,2844,2944.2,2843.1001,2933.8,215600,2933.8
2016-08-01,2947.8999,2993.8999,2851,2882.2,171300,2882.2
2016-08-02,2907,2912,2871.7,2880.7,92700,2880.7
2016-08-03,2898,2898,2820.05,2830.45,181800,2830.45
2016-08-04,2850,2893,2811.95,2880.8501,197700,2880.8501
2016-08-05,2880,2900.8,2848.95,2884.6001,123000,2884.6001
2016-08-08,2883.8999,3317.25,2880.1001,3152.1499,1582100,3152.1499
2016-08-09,3150,3172,3088.2,3128.45,396200,3128.45
2016-08-10,3129,3131.6499,3060.2,3103.3501,170800,3103.3501
2016-08-11,3120,3277,3114.8,3236.8999,763200,3236.8999
2016-08-12,3229.8999,3315,3188.45,3285.1001,357000,3285.1001
2016-08-15,3285.1001,3285.1001,3285.1001,3285.1001,0,3285.1001
2016-08-16,3298.1001,3340,3250,3272.05,169000,3272.05
2016-08-17,3265,3358.25,3265,3336.7,262300,3336.7
2016-08-18,3340,3370,3305.05,3329.55,152300,3329.55
2016-08-19,3330,3370,3316.5,3350.45,121600,3350.45
2016-08-22,3350,3392.8999,3344.25,3369.25,160000,3369.25
2016-08-23,3368,3378,3340,3361.3501,74200,3361.3501
2016-08-24,3369,3484,3340,3432.95,341800,3432.95
2016-08-25,3447,3499,3443.1499,3464.3,371300,3464.3
2016-08-26,3484.7,3484.7,3392.05,3437.7,143900,3437.7
2016-08-29,3406,3449,3390,3406.3501,73900,3406.3501
2016-08-30,3410,3472,3410,3443.2,74600,3443.2
2016-08-31,3442.2,3485.95,3420,3460.55,144700,3460.55
2016-09-01,3466,3466,3400.2,3409.3501,88700,3409.3501
2016-09-02,3401,3436.95,3342,3354.95,145600,3354.95
2016-09-05,3354.95,3354.95,3354.95,3354.95,0,3354.95
2016-09-06,3375,3464,3344.3501,3457.1001,175300,3457.1001
2016-09-07,3402,3503.5,3402,3488.95,199500,3488.95
2016-09-08,3467,3488.45,3450,3472.1001,107900,3472.1001
2016-09-09,3500,3500,3445,3455.05,76800,3455.05
2016-09-12,3400,3449.8999,3370,3427.95,117600,3427.95
2016-09-13,3427.95,3427.95,3427.95,3427.95,0,3427.95
2016-09-14,3427,3550,3426.8501,3539.8999,218700,3539.8999
2016-09-15,3549.95,3584.25,3525,3531.6001,153200,3531.6001
2016-09-16,3540,3562,3453.3999,3475.5,156300,3475.5
2016-09-19,3475.5,3486,3400,3411.6001,174000,3411.6001
2016-09-20,3416,3450.95,3399,3410.5,147700,3410.5
2016-09-21,3411,3445,3357.2,3398.1001,181700,3398.1001
2016-09-22,3419,3435,3376.05,3400.95,249600,3400.95
2016-09-23,3428.8999,3460,3375.8,3421.1001,162500,3421.1001
2016-09-26,3445,3449.1499,3396.8501,3417.05,155700,3417.05
2016-09-27,3422.1001,3456,3411.8501,3431.25,87300,3431.25
2016-09-28,3429.8,3456,3390.8999,3404.2,126100,3404.2
2016-09-29,3430,3435,3199.7,3285.55,168100,3285.55
2016-09-30,3280,3387.3,3250.05,3364,120200,3364
2016-10-03,3397.8501,3522,3380,3485.55,129600,3485.55
2016-10-04,3484,3485,3436.25,3475.3501,92800,3475.3501
2016-10-05,3480,3506,3440.5,3460.5,206300,3460.5
2016-10-06,3489.8999,3497.95,3441.8,3467,59400,3467
2016-10-07,3467,3475,3379.8501,3386.6499,168700,3386.6499
2016-10-10,3390,3410.75,3370.6001,3376.8,54700,3376.8
2016-10-11,3376.8,3376.8,3376.8,3376.8,0,3376.8
2016-10-12,3376.8,3376.8,3376.8,3376.8,0,3376.8
2016-10-13,3369,3369,3289,3325.45,161300,3325.45
2016-10-14,3354,3354,3295,3330.75,70600,3330.75
2016-10-17,3335.3,3335.45,3287.6499,3306.3999,108400,3306.3999
2016-10-18,3306.5,3320.6001,3245,3264.6001,139200,3264.6001
2016-10-19,3283.8999,3350,3280,3316.8999,173700,3316.8999
2016-10-20,3317,3355,3301,3313.1499,121300,3313.1499
2016-10-21,3335,3345,3304.5,3310.7,63500,3310.7
2016-10-24,3270.3,3329.55,3270.3,3307.8999,73200,3307.8999
2016-10-25,3308.3999,3322.6499,3279.95,3295.3501,91000,3295.3501
2016-10-26,3290,3308.8501,3250.7,3265.8,87900,3265.8
2016-10-27,3250,3269.1499,3195,3212.1001,217000,3212.1001
2016-10-28,3234,3329,3231.75,3311.95,107900,3311.95
2016-10-31,3311.95,3311.95,3311.95,3311.95,0,3311.95
2016-11-01,3315,3340,3267.95,3330.55,128500,3330.55
2016-11-02,3278,3313.95,3271,3302.6001,118000,3302.6001
2016-11-03,3302.6001,3325.5,3252.05,3301.5,129100,3301.5
2016-11-04,3300,3380,3222,3302,227500,3302
2016-11-07,3329,3348,3285,3302.55,210900,3302.55
2016-11-08,3278,3301.7,3215.55,3235.55,453300,3235.55
2016-11-09,3100,3191.7,2929,3124.2,225800,3124.2
2016-11-10,3215,3241.8501,3169.25,3204.1499,137200,3204.1499
2016-11-11,3189.8501,3189.8501,3030.5,3079.3501,216000,3079.3501
2016-11-14,3079.3501,3079.3501,3079.3501,3079.3501,0,3079.3501
2016-11-15,3064,3064,2781.2,2929.3501,579200,2929.3501
2016-11-16,2950,3060,2926.3501,2991,235100,2991
2016-11-17,3020,3020,2920,2935.05,202700,2935.05
2016-11-18,2921,2925,2871.05,2902.6001,290700,2902.6001
2016-11-21,2905,2928.1499,2876.1001,2894.3,91100,2894.3
2016-11-22,2906.1001,2920,2851.95,2906.05,177200,2906.05
2016-11-23,2939,2976,2895,2967.75,129400,2967.75
2016-11-24,2958,2988,2916,2942.55,155000,2942.55
2016-11-25,2969.95,2974.45,2921.05,2962,87800,2962
2016-11-28,2959.95,2991.1001,2928.1499,2970.5,89000,2970.5
2016-11-29,2987,3038.3999,2972,3005.45,104100,3005.45
2016-11-30,3010,3073.95,2951.2,3032.8999,237300,3032.8999
2016-12-01,3036.05,3063.95,2996,3003.3501,94400,3003.3501
2016-12-02,2994.8,3015,2964.8501,2976.8,169700,2976.8
2016-12-05,2980,3082.8,2980,3066.3999,108500,3066.3999
2016-12-06,3069.6001,3074,2997.1001,3004.45,89600,3004.45
2016-12-07,3018,3044.6001,2982,2994.75,117600,2994.75
2016-12-08,3013,3068,3001,3038.75,84600,3038.75
2016-12-09,3041.8999,3062.8,3021.1001,3025.3501,317700,3025.3501
2016-12-12,3025.5,3028.5,2970.1001,2977.05,137300,2977.05
2016-12-13,2997.8501,2997.8501,2924.95,2938.6499,192000,2938.6499
2016-12-14,2940,2968,2935,2941.6499,116800,2941.6499
2016-12-15,2932,2954,2907.5,2920.2,108200,2920.2
2016-12-16,2923.25,2938.1499,2881.8999,2895.3,194000,2895.3
2016-12-19,2900,2914.75,2865.5,2899.6001,110000,2899.6001
2016-12-20,2902,2909.8,2866,2872.1001,200500,2872.1001
2016-12-21,2872.1001,2899,2827.8,2847.7,200800,2847.7
2016-12-22,2840,2849.25,2799.8501,2810.6499,92500,2810.6499
2016-12-23,2810.05,2841.1499,2772.8501,2831.2,91300,2831.2
2016-12-26,2829.8999,2831.3999,2780,2807.3,68000,2807.3
2016-12-27,2810.25,2856.8501,2781.55,2826.8501,78600,2826.8501
2016-12-28,2830,2888,2830,2839.6001,123500,2839.6001
2016-12-29,2835,2898,2828.8999,2883.1499,90100,2883.1499
2016-12-30,2905,2922,2870,2886.3,110300,2886.3
2017-01-02,2901.1001,2901.1001,2865.1499,2886.45,52200,2886.45
2017-01-03,2887,2890,2851.2,2872.25,127500,2872.25
2017-01-04,2890,2890,2830.45,2852.3999,136600,2852.3999
2017-01-05,2862,2875,2852.6001,2865.8,116300,2865.8
2017-01-06,2865,2915,2845.8,2894.95,397700,2894.95
2017-01-09,2920,2922.3,2875.55,2897.8999,172100,2897.8999
2017-01-10,2899,2903,2875.95,2880.8,273000,2880.8
2017-01-11,2885,2985,2885,2970.1001,345800,2970.1001
2017-01-12,2984.95,2994.95,2918.3999,2947.8,130000,2947.8
2017-01-13,2969,2985,2925,2940,104300,2940
2017-01-16,2935,2979.8,2923,2965.75,106500,2965.75
2017-01-17,2968.7,3020.2,2955.1001,3013.55,164700,3013.55
2017-01-18,3018,3098.7,3014.8999,3091.55,269600,3091.55
2017-01-19,3091,3155,3066.75,3107.95,257500,3107.95
2017-01-20,3117.8999,3135.1001,3064.1001,3078.3,112900,3078.3
2017-01-23,3065.2,3115,3065.2,3093.1001,72000,3093.1001
2017-01-24,3096.3,3150.5,3081.6499,3148.3501,151800,3148.3501
2017-01-25,3125,3148,3098,3134.8999,95000,3134.8999
2017-01-26,3134.8999,3134.8999,3134.8999,3134.8999,0,3134.8999
2017-01-27,3134,3162,3091,3102.95,134700,3102.95
2017-01-30,3128,3151.3999,3100.2,3145.7,130200,3145.7
2017-01-31,3150,3150,3109,3130.45,154900,3130.45
2017-02-01,3133.7,3249.8,3112.75,3234.75,211200,3234.75
2017-02-02,3240,3254.6499,3189.7,3231,230800,3231
2017-02-03,3223.1001,3273.8501,3210,3230.8501,135600,3230.8501
2017-02-06,3230.8501,3294.3999,3230.8501,3285,134100,3285
2017-02-07,3290,3290,3210,3230.6001,113800,3230.6001
2017-02-08,3230.8501,3266.2,3192.05,3233,129000,3233
2017-02-09,3228.3,3254.6499,3205.3,3225.95,112700,3225.95
2017-02-10,3231,3270,3223.25,3239.3501,211100,3239.3501
2017-02-13,3245,3296,3222.1001,3271.7,201900,3271.7
2017-02-14,3280,3280,3210.2,3224.45,188400,3224.45
2017-02-15,3233,3243,3171,3194.3501,136300,3194.3501
2017-02-16,3190,3238.3999,3182.75,3230.75,79900,3230.75
2017-02-17,3239.1001,3254.8,3205.55,3247.75,157400,3247.75
2017-02-20,3262,3267.25,3236.05,3256.8999,57100,3256.8999
2017-02-21,3266.7,3275.5,3215.2,3239.05,98000,3239.05
2017-02-22,3242,3264,3226.8501,3238.7,115200,3238.7
2017-02-23,3242.05,3278.95,3213.55,3227,210400,3227
2017-02-24,3227,3227,3227,3227,0,3227
2017-02-27,3231,3268.8999,3218.8501,3259.1001,130500,3259.1001
2017-02-28,3255.1001,3259,3212.3,3229.3999,95900,3229.3999
2017-03-01,3232,3259.95,3175,3181,101900,3181
2017-03-02,3200,3217.5,3102.7,3114.1499,190900,3114.1499
2017-03-03,3123,3145.7,3066.45,3096.75,233000,3096.75
2017-03-06,3112,3116.45,3059.3999,3086,159500,3086
2017-03-07,3105,3105,3055.2,3059.1499,183600,3059.1499
2017-03-08,3065,3108,3045.3,3085.3999,263400,3085.3999
2017-03-09,3086,3099.8999,3063,3078.6001,112200,3078.6001
2017-03-10,3085.1001,3131,3077,3122.5,137400,3122.5
2017-03-13,3122.5,3122.5,3122.5,3122.5,0,3122.5
2017-03-14,3153.8,3190.55,3136.45,3176.75,133600,3176.75
2017-03-15,3180.05,3200,3135.5,3190.25,112100,3190.25
2017-03-16,3197,3238.2,3196.3501,3225.05,112600,3225.05
2017-03-17,3225,3254.8999,3215,3247.55,88400,3247.55
2017-03-20,3252.3999,3264.3501,3240,3251.75,55400,3251.75
2017-03-21,3240,3321,3240,3294.3501,396400,3294.3501
2017-03-22,3262,3345.75,3262,3325.75,220000,3325.75
2017-03-23,3327,3354.3501,3279.8999,3295.75,94100,3295.75
2017-03-24,3299.1499,3321,3283.05,3298.1499,70600,3298.1499
2017-03-27,3300,3330,3292.1499,3304.1001,77100,3304.1001
2017-03-28,3309.7,3366.8501,3304.3999,3339.55,100500,3339.55
2017-03-29,3343.3,3415.5,3326.8999,3391.3999,152200,3391.3999
2017-03-30,3382,3422.5,3380.6001,3395.1499,979200,3395.1499
2017-03-31,3380,3432.95,3331.05,3374,198400,3374
2017-04-03,3377,3422.1001,3272.8,3391.7,94300,3391.7
2017-04-04,3391.7,3391.7,3391.7,3391.7,0,3391.7
2017-04-05,3397,3401.55,3350,3375.8999,195600,3375.8999
2017-04-06,3375.8999,3394.45,3347.45,3357.1499,113200,3357.1499
2017-04-07,3350,3377.3,3340,3357.45,51700,3357.45
2017-04-10,3355,3425,3350,3416.8501,68200,3416.8501
2017-04-11,3419.7,3453.75,3382.2,3402.8,93800,3402.8
2017-04-12,3380,3460.1001,3377.8,3449,167400,3449
2017-04-13,3450,3452.6001,3391,3403.8,60900,3403.8
2017-04-14,3403.8,3403.8,3403.8,3403.8,0,3403.8
2017-04-17,3403.45,3405.8,3372.55,3385.3,45500,3385.3
2017-04-18,3370.6499,3416.05,3353.8,3368.5,113300,3368.5
2017-04-19,3365.05,3447.45,3339.2,3431.25,92900,3431.25
2017-04-20,3436.8999,3440,3368.2,3379.3501,67200,3379.3501
2017-04-21,3382.1001,3407.6499,3368,3376.55,83700,3376.55
