"Date","CEATLTD.NS.Open","CEATLTD.NS.High","CEATLTD.NS.Low","CEATLTD.NS.Close","CEATLTD.NS.Volume","CEATLTD.NS.Adjusted"
2016-09-27,1192,1208.95,1182.25,1194.4,925500,1194.4
2016-09-28,1199,1262.15,1183,1255.8,1523500,1255.8
2016-09-29,1270,1309.7,1201.8,1229.7,3549800,1229.7
2016-09-30,1235,1332.9,1211,1326.4,2125400,1326.4
2016-10-03,1346,1375.75,1339.65,1365.15,1709400,1365.15
2016-10-04,1374,1385,1363,1369.9,1017200,1369.9
2016-10-05,1380,1409.75,1372.7,1398.1,1467700,1398.1
2016-10-06,1404,1420,1375.1,1394.85,1221600,1394.85
2016-10-07,1402,1414,1365,1372.15,823600,1372.15
2016-10-10,1385,1390,1363,1367.15,465300,1367.15
2016-10-11,1367.15,1367.15,1367.15,1367.15,0,1367.15
2016-10-12,1367.15,1367.15,1367.15,1367.15,0,1367.15
2016-10-13,1369.95,1396.7,1335.15,1388.1,1196300,1388.1
2016-10-14,1390,1394.65,1364.1,1375.3,548600,1375.3
2016-10-17,1370,1370,1277.1,1286.65,1566000,1286.65
2016-10-18,1290.55,1336.85,1247.35,1330.9,2316000,1330.9
2016-10-19,1330.9,1330.9,1280.6,1285.3,1576700,1285.3
2016-10-20,1291,1310.1,1281.6,1301.75,881800,1301.75
2016-10-21,1305,1321,1282,1316.25,971300,1316.25
2016-10-24,1324.95,1326.1,1263.3,1268,1096100,1268
2016-10-25,1260,1281.4,1246.65,1263.6,1111300,1263.6
2016-10-26,1254.7,1267.9,1212.6,1221.25,1036800,1221.25
2016-10-27,1215,1233,1185.2,1195.9,1400000,1195.9
2016-10-28,1198,1231.55,1192.55,1214.35,762000,1214.35
2016-10-31,1214.35,1214.35,1214.35,1214.35,0,1214.35
2016-11-01,1212,1265,1212,1248.4,1047900,1248.4
2016-11-02,1234.95,1234.95,1197.45,1203.15,950800,1203.15
2016-11-03,1200,1242,1198.6,1233.35,1209700,1233.35
2016-11-04,1243,1246.65,1182.15,1200.35,819500,1200.35
2016-11-07,1219,1233,1210.7,1220.3,578000,1220.3
2016-11-08,1223,1316.7,1220.75,1308.8,2137500,1308.8
2016-11-09,1178,1342.1,1113,1335.15,1707400,1335.15
2016-11-10,1355.7,1370,1320.4,1328.2,949200,1328.2
2016-11-11,1310,1320,1268.15,1274.8,890500,1274.8
2016-11-14,1274.8,1274.8,1274.8,1274.8,0,1274.8
2016-11-15,1278.2,1299,1201.2,1232.05,1189400,1232.05
2016-11-16,1246,1278.9,1213.4,1242.5,597200,1242.5
2016-11-17,1254.95,1270,1218,1226.75,732500,1226.75
2016-11-18,1230.5,1230.5,1195.2,1205.6,842100,1205.6
2016-11-21,1205,1214.05,1150,1156.7,844200,1156.7
2016-11-22,1162.4,1176.5,1111,1148.55,933300,1148.55
2016-11-23,1161,1166.45,1132.05,1150,934400,1150
2016-11-24,1146,1164.5,1134,1150.9,685900,1150.9
2016-11-25,1155,1167.6,1140,1161.05,541000,1161.05
2016-11-28,1159.95,1214,1151.45,1194.8,1043000,1194.8
2016-11-29,1196.1,1232.3,1193.55,1218.2,844500,1218.2
2016-11-30,1233.1,1290,1224.75,1280.65,1541700,1280.65
2016-12-01,1292.5,1298.6,1251.85,1260.85,1008200,1260.85
2016-12-02,1243,1255.95,1227,1230.75,562800,1230.75
2016-12-05,1224.1,1269.2,1222,1261.55,694600,1261.55
2016-12-06,1273,1303,1262,1269.05,1124400,1269.05
2016-12-07,1281,1288.2,1242.8,1253,688000,1253
2016-12-08,1266,1284,1257.15,1266.1,626000,1266.1
2016-12-09,1274.9,1285,1255.4,1278.4,667000,1278.4
2016-12-12,1264,1270.05,1234.1,1243.25,558700,1243.25
2016-12-13,1240,1258.85,1225,1250.6,517700,1250.6
2016-12-14,1255,1258,1236,1242.95,490600,1242.95
2016-12-15,1225,1290,1225,1283.15,917400,1283.15
2016-12-16,1283,1294.5,1242.9,1248.85,1006100,1248.85
2016-12-19,1274.8,1274.8,1234.2,1251.05,584300,1251.05
2016-12-20,1259.95,1259.95,1193.05,1204.35,811600,1204.35
2016-12-21,1196,1198.95,1147,1151.5,1441000,1151.5
2016-12-22,1141,1148,1111.15,1129.1,1376700,1129.1
2016-12-23,1132,1159.35,1121.25,1143.65,973100,1143.65
2016-12-26,1141.55,1151.5,1115,1135.45,664000,1135.45
2016-12-27,1135.95,1148.55,1060.1,1143.05,2291900,1143.05
2016-12-28,1130,1155,1115.55,1128.85,1386400,1128.85
2016-12-29,1130,1174,1117.25,1156.45,1077800,1156.45
2016-12-30,1169.9,1179.45,1153.3,1163.1,767400,1163.1
2017-01-02,1163.1,1187,1130.8,1180.15,969600,1180.15
2017-01-03,1184,1213,1177.6,1193.5,1336300,1193.5
2017-01-04,1204,1204,1175.1,1180.4,644300,1180.4
2017-01-05,1185,1202,1185,1192.4,505700,1192.4
2017-01-06,1198.8,1226.4,1190,1197.45,1228500,1197.45
2017-01-09,1200,1207,1172.95,1179.7,525800,1179.7
2017-01-10,1176,1228,1176,1218.15,898000,1218.15
2017-01-11,1232,1245.55,1220.65,1229.3,906600,1229.3
2017-01-12,1232.95,1233.8,1199.25,1205.2,590900,1205.2
2017-01-13,1209,1213.6,1180.65,1200.9,986900,1200.9
2017-01-16,1193.7,1196,1177,1185.1,684000,1185.1
2017-01-17,1185,1226,1185,1196.5,1106600,1196.5
2017-01-18,1200,1225,1191.2,1212.5,713200,1212.5
2017-01-19,1215,1215.1,1178,1183.15,841600,1183.15
2017-01-20,1175,1193.9,1165.2,1175.35,546300,1175.35
2017-01-23,1175,1191.6,1165.7,1180.05,511400,1180.05
2017-01-24,1180,1187,1163,1167.95,537800,1167.95
2017-01-25,1175.1,1189.35,1157,1185.85,732300,1185.85
2017-01-26,1185.85,1185.85,1185.85,1185.85,0,1185.85
2017-01-27,1185,1214,1184.95,1205.3,947000,1205.3
2017-01-30,1209.4,1209.4,1175.5,1180.95,489600,1180.95
2017-01-31,1177.35,1194.1,1152.1,1168.6,836500,1168.6
2017-02-01,1170,1213.4,1160.4,1210.75,934500,1210.75
2017-02-02,1212.1,1223.7,1186,1190.1,622500,1190.1
2017-02-03,1189,1212.5,1180.05,1191.25,1028600,1191.25
2017-02-06,1195.25,1201.6,1170.4,1176.65,610300,1176.65
2017-02-07,1171.4,1198,1135.55,1146.15,2901600,1146.15
2017-02-08,1138.1,1170,1135.2,1163.45,924300,1163.45
2017-02-09,1164.25,1167.95,1133.8,1144.2,587300,1144.2
2017-02-10,1145,1162,1142.4,1151.7,492000,1151.7
2017-02-13,1157,1164.7,1108,1119.65,728000,1119.65
2017-02-14,1115,1125.65,1099,1106.25,409500,1106.25
2017-02-15,1105,1105,1073.3,1085.85,724300,1085.85
2017-02-16,1085.65,1135,1071.05,1127.35,1152500,1127.35
2017-02-17,1139.9,1148,1118.05,1130.15,939700,1130.15
2017-02-20,1129.5,1129.95,1117,1121.85,472200,1121.85
2017-02-21,1122,1134.4,1110.3,1114.25,581500,1114.25
2017-02-22,1114,1144.95,1110.05,1131.25,1153900,1131.25
2017-02-23,1135,1164.5,1121.75,1156.6,1305300,1156.6
2017-02-24,1156.6,1156.6,1156.6,1156.6,0,1156.6
2017-02-27,1165,1179.8,1161,1170.4,872400,1170.4
2017-02-28,1176.3,1194.4,1175.05,1180.55,823300,1180.55
2017-03-01,1185,1205,1174.8,1180.3,825600,1180.3
2017-03-02,1187.8,1187.8,1147.65,1152.15,520400,1152.15
2017-03-03,1147,1172.55,1136.05,1167.9,678200,1167.9
2017-03-06,1171.9,1178,1154.1,1164.35,453600,1164.35
2017-03-07,1154,1176,1154,1168.15,414400,1168.15
2017-03-08,1168.1,1178.95,1152.85,1157.75,551200,1157.75
2017-03-09,1158,1179.5,1158,1163.5,496400,1163.5
2017-03-10,1167.65,1173.85,1148,1153.9,349600,1153.9
2017-03-13,1153.9,1153.9,1153.9,1153.9,0,1153.9
2017-03-14,1179,1231,1160.65,1222.85,2001500,1222.85
2017-03-15,1234,1272,1233,1259.8,2275100,1259.8
2017-03-16,1270,1277,1251.5,1256.9,952700,1256.9
2017-03-17,1266,1278.75,1236,1267.75,1005300,1267.75
2017-03-20,1288,1299.25,1273.85,1279.35,1318000,1279.35
2017-03-21,1278,1294,1259.2,1287.8,882000,1287.8
2017-03-22,1272.25,1300,1272.25,1292.2,1082500,1292.2
2017-03-23,1309.4,1328.8,1300.15,1322.1,1230200,1322.1
2017-03-24,1324,1333.9,1313,1319.85,666800,1319.85
2017-03-27,1319,1341.3,1309.3,1332.3,725600,1332.3
2017-03-28,1340,1343.35,1277.4,1295.6,1008400,1295.6
2017-03-29,1290,1304,1274,1297,1039800,1297
2017-03-30,1307,1318.95,1293.4,1313.8,765300,1313.8
2017-03-31,1319.9,1334.2,1310,1324.85,547400,1324.85
2017-04-03,1327,1343.2,1323.2,1335.3,371800,1335.3
2017-04-04,1335.3,1335.3,1335.3,1335.3,0,1335.3
2017-04-05,1335.9,1352,1326.65,1337.25,422000,1337.25
2017-04-06,1337,1392.7,1330,1387.05,1175700,1387.05
2017-04-07,1380.9,1398.8,1371,1376.95,978700,1376.95
2017-04-10,1374.8,1396,1373.3,1383.7,457700,1383.7
2017-04-11,1396,1471.95,1386.95,1462.5,1586200,1462.5
2017-04-12,1462,1463.8,1418.1,1435.8,698800,1435.8
2017-04-13,1430,1457.9,1425.65,1451.15,595100,1451.15
2017-04-14,1451.15,1451.15,1451.15,1451.15,0,1451.15
2017-04-17,1450,1465,1426.2,1453.5,574100,1453.5
2017-04-18,1459.1,1475,1418,1430.7,699800,1430.7
2017-04-19,1436.2,1449.3,1422.5,1434.8,623300,1434.8
2017-04-20,1445,1484,1425.25,1466.1,959300,1466.1
2017-04-21,1478,1478,1430.1,1445,710700,1445
