"Date","GODREJIND.NS.Open","GODREJIND.NS.High","GODREJIND.NS.Low","GODREJIND.NS.Close","GODREJIND.NS.Volume","GODREJIND.NS.Adjusted"
2016-04-22,366.10001,372.85001,366.04999,366.79999,179300,366.79999
2016-04-25,367.29999,369.20001,358.04999,359.85001,292800,359.85001
2016-04-26,359,360.54999,352.10001,353.39999,516900,353.39999
2016-04-27,353,357.75,350.60001,355.64999,336900,355.64999
2016-04-28,356.64999,358.10001,345.70001,348,520100,348
2016-04-29,348.54999,355,345.39999,348.89999,151600,348.89999
2016-05-02,348.89999,356.5,346.60001,354.70001,172000,354.70001
2016-05-03,355.29999,358.39999,347,348.25,230900,348.25
2016-05-04,347,351.5,341.29999,342.75,131900,342.75
2016-05-05,344,345.75,334,340.04999,382700,340.04999
2016-05-06,340.20001,346.85001,335.45001,345.35001,134000,345.35001
2016-05-09,347.70001,351,345.85001,348.20001,285300,348.20001
2016-05-10,349.20001,350.60001,345.10001,348.14999,312600,348.14999
2016-05-11,345.54999,353,343.04999,347.5,150200,347.5
2016-05-12,347.89999,354.04999,347.04999,348,183100,348
2016-05-13,348,350.95001,341.20001,341.95001,150300,341.95001
2016-05-16,342.39999,348,341,347,611200,347
2016-05-17,348.60001,353.60001,345.39999,351,246200,351
2016-05-18,350,356.89999,346.39999,351,471900,351
2016-05-19,354,354.70001,340.54999,342.39999,242000,342.39999
2016-05-20,342.95001,345.14999,338.5,340.25,184700,340.25
2016-05-23,341.79999,343.75,337.85001,338.85001,168400,338.85001
2016-05-24,339.79999,348,339.04999,347.04999,203400,347.04999
2016-05-25,349.29999,352,344.25,348.5,672300,348.5
2016-05-26,342.60001,347.35001,339.20001,343.85001,436800,343.85001
2016-05-27,344.29999,350.79999,344.29999,347.85001,181600,347.85001
2016-05-30,348,356.95001,346.14999,349.20001,321300,349.20001
2016-05-31,350.20001,353,342.64999,344.35001,231300,344.35001
2016-06-01,345,348,341.35001,342.64999,104500,342.64999
2016-06-02,341.5,349,341.5,347.45001,312800,347.45001
2016-06-03,350,358.79999,346.5,356.10001,539400,356.10001
2016-06-06,359.95001,365.95001,358.85001,361.79999,479800,361.79999
2016-06-07,363.5,367.39999,359,363.70001,251600,363.70001
2016-06-08,365,366.95001,362,363.10001,154900,363.10001
2016-06-09,364.5,364.5,355.64999,359.54999,171100,359.54999
2016-06-10,360,366.60001,359.04999,363.79999,270900,363.79999
2016-06-13,361.04999,363.25,355.60001,358.75,89000,358.75
2016-06-14,360.20001,360.89999,354.25,357.29999,133500,357.29999
2016-06-15,359.79999,364.35001,358,359,215600,359
2016-06-16,359.04999,359.04999,350.5,353.39999,222300,353.39999
2016-06-17,357,357.85001,351,352.35001,153200,352.35001
2016-06-20,352,371,351,369.29999,823400,369.29999
2016-06-21,370,373.79999,367.75,370.5,473400,370.5
2016-06-22,370.79999,374.39999,368.64999,371,332700,371
2016-06-23,368.54999,374.64999,368,373.29999,160400,373.29999
2016-06-24,365,381.5,356.04999,378.14999,535300,378.14999
2016-06-27,383,386.10001,378.39999,384.04999,275600,384.04999
2016-06-28,383.79999,396.89999,380,394.39999,675000,394.39999
2016-06-29,394.89999,411,394,409.60001,774600,409.60001
2016-06-30,409.60001,414.79999,396.10001,397,870900,397
2016-07-01,398.35001,402.39999,394.35001,398.45001,409600,398.45001
2016-07-04,398.5,407.45001,397.14999,402.95001,358000,402.95001
2016-07-05,402,406.79999,399.75,404,270900,404
2016-07-06,404,404,404,404,0,404
2016-07-07,404.04999,415.95001,404.04999,407,738200,407
2016-07-08,408.20001,411.39999,398.89999,402.5,193900,402.5
2016-07-11,406,412.85001,404,408.79999,313100,408.79999
2016-07-12,408.5,411.95001,404,405.85001,237300,405.85001
2016-07-13,406.25,411.20001,397.29999,407.95001,817400,407.95001
2016-07-14,410.75,418.20001,408.20001,416.70001,661300,416.70001
2016-07-15,417.95001,419.75,413,415.54999,221100,415.54999
2016-07-18,413.04999,426.79999,413.04999,417.64999,270200,417.64999
2016-07-19,418,423.14999,413.95001,420.39999,198500,420.39999
2016-07-20,420.45001,429.89999,420.45001,427,242400,427
2016-07-21,428,434.79999,425.79999,431.54999,326600,431.54999
2016-07-22,431,451,430.25,447.60001,448100,447.60001
2016-07-25,441.70001,448.95001,436.75,438.45001,710000,438.45001
2016-07-26,440,446,426.70001,428.04999,146600,428.04999
2016-07-27,432.45001,433,426,428.75,393800,428.75
2016-07-28,432,442.29999,423.79999,437.85001,734800,437.85001
2016-07-29,437.70001,441.35001,429.04999,430.5,178300,430.5
2016-08-01,431.35001,438,426.29999,431,150100,431
2016-08-02,432,443.70001,428.20001,430.64999,329000,430.64999
2016-08-03,430.89999,430.89999,407,409.25,541800,409.25
2016-08-04,414.95001,414.95001,393.64999,397.95001,1029200,397.95001
2016-08-05,402,404.64999,397,400.35001,1134600,400.35001
2016-08-08,401,407.79999,400.39999,402.54999,780400,402.54999
2016-08-09,402.75,405.89999,395.10001,396.85001,166800,396.85001
2016-08-10,398.54999,398.54999,388,392.45001,198600,392.45001
2016-08-11,392.5,401.20001,388.39999,396.10001,752800,396.10001
2016-08-12,394.20001,405,390.10001,403.95001,339000,403.95001
2016-08-15,403.95001,403.95001,403.95001,403.95001,0,403.95001
2016-08-16,407,411.45001,403.85001,406.60001,1939000,406.60001
2016-08-17,407,413,406.20001,410.14999,482300,410.14999
2016-08-18,411,413,407.10001,410.79999,222900,410.79999
