"Date","DALMIABHA.NS.Open","DALMIABHA.NS.High","DALMIABHA.NS.Low","DALMIABHA.NS.Close","DALMIABHA.NS.Volume","DALMIABHA.NS.Adjusted"
2016-11-09,1900,2000,1671,1994.6,117100,1994.6
2016-11-10,2017.95,2044,2000,2029.15,12900,2029.15
2016-11-11,2028.9,2034.95,1790.35,1823.3,94100,1823.3
2016-11-14,1823.3,1823.3,1823.3,1823.3,0,1823.3
2016-11-15,1827.1,1842.95,1502,1595.5,120500,1595.5
2016-11-16,1674,1686.65,1549,1557.85,35600,1557.85
2016-11-17,1551.15,1619.8,1525.05,1534.25,30900,1534.25
2016-11-18,1567.95,1568,1478,1537.3,29500,1537.3
2016-11-21,1541,1545,1422.8,1466.1,74800,1466.1
2016-11-22,1488,1492.5,1440.15,1459.7,101400,1459.7
2016-11-23,1468,1500,1443.85,1488.5,133200,1488.5
2016-11-24,1500,1540.75,1481.95,1509.8,242600,1509.8
2016-11-25,1507.15,1555.45,1507.15,1550.8,15500,1550.8
2016-11-28,1550.95,1597.55,1535,1588.05,37100,1588.05
2016-11-29,1604.8,1693.05,1597.05,1651.75,60100,1651.75
2016-11-30,1678,1691,1601.3,1622.45,53300,1622.45
2016-12-01,1638.35,1642.9,1585,1596.8,15700,1596.8
2016-12-02,1565,1586.3,1520,1525.65,14100,1525.65
2016-12-05,1570,1570,1530.2,1554.2,8600,1554.2
2016-12-06,1566,1576.65,1520,1534.05,8800,1534.05
2016-12-07,1530,1596,1530,1571.05,17300,1571.05
2016-12-08,1563.35,1643.8,1532.2,1616.8,21700,1616.8
2016-12-09,1625.05,1649.4,1605.05,1625.3,15300,1625.3
2016-12-12,1619.45,1626.15,1528,1540.3,18100,1540.3
2016-12-13,1574,1574,1438,1462.4,71900,1462.4
2016-12-14,1485,1500,1476.2,1488.9,16300,1488.9
2016-12-15,1455.1,1504,1455.1,1493.45,11800,1493.45
2016-12-16,1481.15,1504.85,1481.15,1495.6,43600,1495.6
2016-12-19,1515,1515,1480.1,1486,13100,1486
2016-12-20,1488.15,1500,1470,1491.3,11100,1491.3
2016-12-21,1502.9,1502.9,1474.15,1492.1,10500,1492.1
2016-12-22,1476.2,1495,1451,1477.7,60900,1477.7
2016-12-23,1475.05,1530,1360,1399.3,35600,1399.3
2016-12-26,1399.4,1400,1220.5,1293.85,91800,1293.85
2016-12-27,1329.5,1349.95,1251,1308.45,90200,1308.45
2016-12-28,1294,1374,1289.9,1328.1,89800,1328.1
2016-12-29,1328.1,1350,1328.1,1338.65,26300,1338.65
2016-12-30,1346.8,1367,1339,1351.25,30500,1351.25
2017-01-02,1374.95,1473.9,1365.95,1453.75,85100,1453.75
2017-01-03,1470,1599.9,1470,1566.45,103100,1566.45
2017-01-04,1585,1598,1541.65,1580.85,60600,1580.85
2017-01-05,1599,1599,1523.15,1572.45,133900,1572.45
2017-01-06,1584.7,1593,1525,1538.2,27700,1538.2
2017-01-09,1540,1558.85,1521.25,1543.8,19100,1543.8
2017-01-10,1541.45,1569.8,1534.5,1554.1,22600,1554.1
2017-01-11,1560,1682.75,1560,1672.85,120700,1672.85
2017-01-12,1688,1727.5,1661,1704.45,445600,1704.45
2017-01-13,1698,1774,1662.05,1741.1,68500,1741.1
2017-01-16,1741.1,1789.95,1723.6,1759.05,44000,1759.05
2017-01-17,1759.05,1785.05,1730,1752.8,39100,1752.8
2017-01-18,1768.95,1837,1756,1819.85,165400,1819.85
2017-01-19,1818,1837.7,1790,1797.8,38300,1797.8
2017-01-20,1790,1829.9,1755,1779.7,68500,1779.7
2017-01-23,1790.05,1820,1780,1791.5,14000,1791.5
2017-01-24,1791,1839,1791,1835.45,42700,1835.45
2017-01-25,1842,1888,1840,1850.95,165300,1850.95
2017-01-26,1850.95,1850.95,1850.95,1850.95,0,1850.95
2017-01-27,1851.1,1910,1851.1,1876.35,61900,1876.35
2017-01-30,1872,1888,1811.15,1852.4,68200,1852.4
2017-01-31,1887,1887,1825,1839,111100,1839
2017-02-01,1850.45,1919.9,1815.1,1901.5,108700,1901.5
2017-02-02,1911,1947.7,1908.1,1932.95,28100,1932.95
2017-02-03,1913.6,1958.5,1903.85,1926,62500,1926
2017-02-06,1936,1975,1917.6,1952.45,219300,1952.45
2017-02-07,1965,1965,1908.75,1913.35,25200,1913.35
2017-02-08,1915.1,2047,1850,1953.6,116900,1953.6
2017-02-09,1979,2012.15,1941.45,1948.6,62800,1948.6
2017-02-10,1969,1983.9,1936,1951,22800,1951
2017-02-13,1968,1972.7,1918,1960.5,37400,1960.5
2017-02-14,1966,1971.25,1921,1933.35,17000,1933.35
2017-02-15,1935.05,1943.8,1880,1913.9,34400,1913.9
2017-02-16,1914.45,1941.05,1900,1902.1,19600,1902.1
2017-02-17,1929.95,1929.95,1891.05,1900.15,26100,1900.15
2017-02-20,1925,1925,1883.5,1909,12000,1909
2017-02-21,1926,1930.3,1900,1904.9,16200,1904.9
2017-02-22,1907,1920,1887.5,1894.5,12500,1894.5
2017-02-23,1910,1910.05,1875,1893.35,11800,1893.35
2017-02-24,1893.35,1893.35,1893.35,1893.35,0,1893.35
2017-02-27,1897,1915,1868.05,1888.3,11800,1888.3
2017-02-28,1902,1920,1880,1905.95,142100,1905.95
2017-03-01,1900,1923.6,1841,1885.65,39200,1885.65
2017-03-02,1899,1920,1867,1877.85,26800,1877.85
2017-03-03,1877,1893.85,1850.05,1867.9,8700,1867.9
2017-03-06,1888,1908,1880,1890.8,27200,1890.8
2017-03-07,1892,1915,1875,1906.1,25100,1906.1
2017-03-08,1900,1914.95,1871.15,1890.35,65300,1890.35
2017-03-09,1890.05,1902,1875.2,1896.45,21600,1896.45
2017-03-10,1908.05,1914.45,1875,1897,56300,1897
2017-03-13,1897,1897,1897,1897,0,1897
2017-03-14,1915,1948.3,1900,1909.35,85900,1909.35
2017-03-15,1919,1921.75,1892.05,1899.45,28500,1899.45
2017-03-16,1909.95,1925,1882.2,1909.7,41500,1909.7
2017-03-17,1920,1920,1900,1915.05,30500,1915.05
2017-03-20,1920,1929,1895.8,1912.65,38300,1912.65
2017-03-21,1925,1925,1866.2,1902.45,43200,1902.45
2017-03-22,1910.05,1910.05,1862.05,1887.15,24000,1887.15
2017-03-23,1902.2,1908.9,1863,1892.85,49000,1892.85
2017-03-24,1895.6,1935,1873.4,1909.15,109600,1909.15
2017-03-27,1911,1935,1880.1,1928.25,24800,1928.25
2017-03-28,1935.05,2013,1925.05,1944.55,203400,1944.55
2017-03-29,1954.95,1985,1925.2,1952.85,53900,1952.85
2017-03-30,1954.95,1992.9,1950,1956.55,31800,1956.55
2017-03-31,1960,2020,1950,1965.7,152900,1965.7
2017-04-03,1974.9,1995,1962,1970.65,30400,1970.65
2017-04-04,1970.65,1970.65,1970.65,1970.65,0,1970.65
2017-04-05,1972.75,2100,1971,2064.95,177200,2064.95
2017-04-06,2078.25,2140,2040,2113.5,183800,2113.5
2017-04-07,2110,2210,2085,2162.45,353900,2162.45
2017-04-10,2165,2195.3,2094.8,2120.85,91300,2120.85
2017-04-11,2114,2188.9,2106.65,2164.9,147800,2164.9
2017-04-12,2150,2379,2108.05,2193,128700,2193
2017-04-13,2171,2271.9,2106.05,2113.4,180000,2113.4
2017-04-14,2113.4,2113.4,2113.4,2113.4,0,2113.4
2017-04-17,2110.15,2160,2057,2090.45,128700,2090.45
2017-04-18,2088.1,2125,2051.05,2072.7,209000,2072.7
2017-04-19,2061,2099,2050,2068.3,119500,2068.3
2017-04-20,2077.2,2139,2057,2099.7,258800,2099.7
2017-04-21,2065,2145,2051,2057.95,1560100,2057.95
